,Filename,Comment,Num Comments Tokens,Num Program Domain,Num Problem Domain,Operational,Conditional,Prog. Dom. Identifier Matches,Prob. Dom. Identifier Matches,Scope score,Build details,Author Details,Junk/Copy,Description of Dataset,Working Summary,Design And Development,Exception,Build Instruction,Commits and Bugs,AST Symbols,Comment Placement,POS Tags Score,Actual,Predicted
6105,PLplot/src/plsym.c/plsym.c,Read fntindx[],1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,2.000000282,2.000000282,2.000000282,0.0,0.0,0.0,0.7615941999999999,2,-0.38960853,0,1
6120,PLplot/src/plargs.c/plargs.c,"fprintf( stderr, ""r, g, b, alpha = %d, %d, %d, %e\n"", r, g, b, a );",9.85,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,1.0000001049,1.5000000905000002,0.0,0.0,0.0,0.9866143,2,0.5252829999999999,0,1
6123,PLplot/src/plgridd.c/plgridd.c,forward declarations,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,6.498966767000001,6.498966767000001,7.600902334600001,1.0000001049,0.0,0.0,0.0,2,-0.36333665,0,0
6132,PLplot/src/plot3d.c/plot3d.c,"some out
copy over to a temp vector",2.15,0.05,0.05,1.85,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,1.0000001049,0.0,0.0,0.0,0.0,2,-0.34997723,0,0
6133,PLplot/src/plargs.c/plargs.c,don't release,1.45,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.5000000905000002,0.5000000162,0.0,0.0,0.0,0.0,2,-0.29514265,2,2
6135,PLplot/src/plstripc.c/plstripc.c,accumulate plot (not really stripchart),2.85,0.05,1.65,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.0000001049,3.1000050438,1.0000001049,0.0,0.0,0.7615941999999999,2,-0.32283083,2,1
6138,PLplot/src/plsym.c/plsym.c,superscript,0.75,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.5000000162,0.0,0.0,0.0,0.0,2,-0.40251392,0,2
6139,PLplot/src/plsym.c/plsym.c,"If the driver does not compute string lengths then use the hershey
font to calculate it. Note that this may be inaccurate if the driver
renders its own text but does not compute string lengths",13.35,8.45,3.25,3.47,1.25,0.05,0.05,0.41,0.05,0.05,0.05,5.5000425692,8.661034212899999,20.0,1.5000000905000002,0.0,0.0,0.0,2,0.40577206,1,1
6149,PLplot/src/plsym.c/plsym.c,Initialize parameters.,1.45,1.25,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,2.000000282,3.0000046942000003,5.1002548181,1.0000001049,0.0,0.0,0.0,2,-0.38960853,0,2
6151,PLplot/src/plstripc.c/plstripc.c,FIXME - some redundancy might exist,3.55,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.0,0.0,0.0,0.0,0.0,2,-0.34997723,2,1
6158,PLplot/src/plshade.c/plshade.c,swap points 1 and 3,2.85,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,0.5000000162,1.0000001049,0.0,0.0,0.0,0.0,2,-0.36333665,2,0
6171,PLplot/src/plcont.c/plcont.c,"--------------------------------------------------------------------------
void pldrawcn()

Follow and draw a contour.
--------------------------------------------------------------------------",4.95,0.05,1.65,2.21,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,1.0000001049,0.5000000162,0.0,0.5000000162,0.0,0.7615941999999999,2,-0.29514265,2,1
6173,PLplot/src/plsym.c/plsym.c,restore initial clip limits,2.85,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,3.0000046942000003,3.5000006561,4.4000343705,1.5000000905000002,0.0,0.0,0.0,2,-0.33647394,2,2
6174,PLplot/src/plbox.c/plbox.c,Right axis with text written parallel to edge.,4.25,2.45,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,1.0000001049,2.5000000695,0.0,0.0,0.0,0.0,2,-0.30905223,2,2
6184,PLplot/src/plgridd.c/plgridd.c,"
Nearest Neighbors ""Around"" Inverse Distance Weighted, brute force approach.

This uses the 1-KNN in each quadrant around the grid point, then
Inverse Distance Weighted is used as in GRID_NNIDW.
",14.05,1.25,1.65,2.03,1.25,0.05,0.05,0.41,0.05,0.05,0.05,4.0000001946,5.5000425692,7.9678869871,0.0,0.0,0.0,0.9866143,2,0.5362771,2,2
6197,PLplot/src/plsym.c/plsym.c,"One-time diagnostic output.
fprintf(stdout, ""plploin code, sym = %d, %d\n"", code, sym);",9.15,0.05,0.05,0.41,0.05,0.05,0.05,0.41,0.05,0.05,0.05,2.000000282,2.000000282,4.3000595156,0.5000000162,0.0,0.0,0.9866143,2,0.32631475,2,0
6199,PLplot/src/plgridd.c/plgridd.c,easy way,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,-0.41526130000000006,2,0
6213,PLplot/src/plargs.c/plargs.c,"--------------------------------------------------------------------------
opt_bufmax()

! Performs appropriate action for option ""bufmax"":
! Sets size of data buffer for tk driver
!
! @param PL_UNUSED( opt ) Not used.
! @param opt_arg Size of the data buffer for the tk driver.
! @param PL_UNUSED( client_data ) Not used.
!
! returns 0.
!
--------------------------------------------------------------------------",23.85,13.25,0.05,6.53,0.05,0.05,0.05,0.41,0.05,0.05,0.05,3.0000046942000003,6.498966767000001,5.3003089271,0.5000000162,0.5000000162,0.0,0.9993293,2,0.87380564,2,1
6224,PLplot/src/plgridd.c/plgridd.c,WITH_CSA,0.75,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.7615941999999999,2,-0.40251392,2,0
6261,PLplot/src/plarc.c/plarc.c,"--------------------------------------------------------------------------
plarc : Plot an arc

! Plot an Arc.
!  Takes the following arguments:
!
!   x, y:
!      x and y coordinates for the center of the arc
!
!   a, b:
!      Radius of the arc's major and minor axes
!
!   angle1:
!      Start angle (degrees)
!
!   angle2:
!      End angle (degrees)
!
!   fill:
!      Should the arc be filled
!
! @param x Center coordinate of the arc in x.
! @param y Center coordinate of the arc in y.
! @param a Radius of the arcs major axis.
! @param b Radius of the arcs minor axis.
! @param angle1 Start angle in degrees.
! @param angle2 End angle in degrees.
! @param rotate How much to rotate the arc?
! @param fill Fill the arc.
!

--------------------------------------------------------------------------",53.95,6.05,1.65,21.29,0.05,0.05,0.05,0.41,0.05,0.05,0.05,4.999976525899999,20.0,20.0,1.0000001049,0.5000000162,0.0,0.0,2,0.9982581,2,1
6275,PLplot/src/plbox.c/plbox.c,"We have to wait until after the plot is drawn to draw back
grid so store this stuff.",5.65,1.25,0.05,3.29,1.25,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,4.0000001946,2.1000002299,1.0000001049,0.0,0.0,0.46211717,2,-0.05921105,1,2
6282,PLplot/src/plgradient.c/plgradient.c,"Also find x range in rotated coordinate system where
xrot = x*cosangle + y*sinangle.",8.45,0.05,0.05,3.29,0.05,0.05,0.05,0.41,0.05,0.05,0.05,3.5000006561,5.5000425692,4.999976525899999,0.0,0.0,0.0,0.9640276,2,0.21293457,1,2
6285,PLplot/src/plshade.c/plshade.c,find max contour,2.15,0.05,1.65,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.0000001049,0.5000000162,0.0,0.0,0.0,0.0,2,-0.32283083,2,2
6289,PLplot/src/plvpor.c/plvpor.c,"--------------------------------------------------------------------------
void plsvpa()

Sets the edges of the viewport to the specified absolute coordinates
(mm), measured with respect to the current subpage boundaries.
--------------------------------------------------------------------------",11.25,1.25,0.05,0.95,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,1.5000000905000002,5.5000425692,0.0,0.5000000162,0.0,0.46211717,2,0.13880699999999999,1,2
6293,PLplot/src/plargs.c/plargs.c,"--------------------------------------------------------------------------
opt_ncol1()

! Performs appropriate action for option ""ncol1"":
! Sets number of colors to allocate in cmap 1 (upper bound).
!
! @param PL_UNUSED( opt ) Not used.
! @param opt_arg Number of color map 1 colors.
! @param PL_UNUSED( client_data ) Not used.
!
! returns 0.
!
--------------------------------------------------------------------------",23.85,7.25,0.05,9.41,0.05,0.05,0.05,0.41,0.05,0.05,0.05,4.999976525899999,20.0,8.0590477755,2.000000282,0.5000000162,0.0,0.9950548,2,0.8370361,1,2
6299,PLplot/src/plsym.c/plsym.c,Convert to physical units (mm) and compute shifts,4.25,1.25,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,4.0000001946,4.999976525899999,4.999976525899999,0.0,0.0,0.0,0.0,2,-0.19453113,0,1
6306,PLplot/src/plimage.c/plimage.c,"--------------------------------------------------------------------------
plimage

arguments are
idata: array containing image data
nx: dimension of the array in the X axis.
ny: dimension of the  array in the Y axis
The array data is indexed like data[ix][iy]

xmin, xmax, ymin, ymax:
data[0][0] corresponds to (xmin,ymin)
data[nx-1][ny-1] to (xmax,ymax)

zmin, zmax:
only data within bounds zmin <= data <= zmax will be
plotted. If zmin == zmax, all data will be ploted.

Dxmin, Dxmax, Dymin, Dymax:
plots only the window of points whose(x,y)'s fall
inside the [Dxmin->Dxmax]X[Dymin->Dymax] window

--------------------------------------------------------------------------",45.55,12.05,0.05,7.07,0.05,0.05,0.05,0.41,0.05,0.05,0.05,3.0000046942000003,8.661034212899999,7.9678869871,0.0,0.5000000162,0.0,0.46211717,2,0.99784225,2,2
6316,PLplot/src/plctrl.c/plctrl.c,right boundary,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.5000000162,0.0,0.0,0.0,0.0,2,-0.40251392,2,2
6322,PLplot/src/plgridd.c/plgridd.c,only accept weights greater than wtmin,2.85,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.5000000905000002,2.000000282,1.5000000905000002,0.0,0.0,0.0,0.46211717,2,-0.29514265,2,2
6336,PLplot/src/plfill.c/plfill.c,"LR, long way around, counterclockwise",3.55,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,3.5000006561,4.0000001946,4.999976525899999,0.0,0.0,0.0,0.46211717,2,-0.30905223,2,2
6357,PLplot/src/plbox.c/plbox.c,Top axis.,1.45,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.7999999637,0.5000000162,0.0,0.0,0.0,2,-0.4402702,2,2
6360,PLplot/src/plctrl.c/plctrl.c,"--------------------------------------------------------------------------
plgcol0()

! Returns 8 bit RGB values for given color from color map 0
! Values are negative if an invalid color id is given
!
! @param icol0 Index of the color to be return (0 - plsc->ncol0).
! @param r Current red value of the color.
! @param g Current green value of the color.
! @param b Current blue value of the color.",32.95,14.45,1.65,4.55,1.25,0.05,0.05,0.41,0.05,0.05,0.05,4.999976525899999,20.0,20.0,0.0,0.5000000162,0.0,0.9640276,2,0.87380564,2,2
6369,PLplot/src/plbox.c/plbox.c,"more space to clear labels in ""v"" mode",3.55,2.45,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,2.5000000695,2.000000282,3.1000050438,1.0000001049,0.0,0.0,0.0,2,-0.28110683,2,2
6384,PLplot/src/plbox.c/plbox.c,Draw the horizontal axis.,2.15,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.0,0.0,0.0,0.0,0.0,2,-0.34997723,2,2
6399,PLplot/src/plot3d.c/plot3d.c,now draw the quad as two triangles (4 might be better),4.95,0.05,1.65,1.67,1.25,0.05,0.05,0.41,0.05,0.05,0.05,1.5000000905000002,2.5000000695,2.1000002299,1.0000001049,0.0,0.0,0.0,2,-0.30905223,2,2
6407,PLplot/src/plargs.c/plargs.c,Enable driver-specific hack(s),2.15,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,0.5000000162,1.0000001049,0.0,0.0,0.0,0.0,2,-0.33647394,2,0
6422,PLplot/src/plsym.c/plsym.c,"--------------------------------------------------------------------------
PLBOOL plP_stsearch()

Searches string str for character chr (case insensitive).
--------------------------------------------------------------------------",8.45,4.85,0.05,2.21,0.05,0.05,0.05,0.41,0.05,0.05,0.05,3.0000046942000003,3.5000006561,8.0590477755,1.0000001049,0.5000000162,0.0,0.0,2,0.017252252,2,2
6425,PLplot/src/plstripc.c/plstripc.c,FIXME - some redundancy might exist,3.55,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.0,0.0,0.0,0.0,0.0,2,-0.34997723,2,1
6431,PLplot/src/plargs.c/plargs.c,"--------------------------------------------------------------------------
ProcessOpt()

! Process option (and argument if applicable).
!
! @param opt ?
! @param tab ?
! @param p_myargc ?
! @param p_argv ?
! @param p_argc pointer to a value that ONLY keeps track of number of arguments after processing.
!
! @returns 0 if successful.
--------------------------------------------------------------------------",20.35,10.85,0.05,6.53,1.25,0.05,0.05,0.41,0.05,0.05,0.05,4.0000001946,7.5097415311,20.0,1.0000001049,0.5000000162,0.0,0.46211717,2,0.66286355,2,1
6432,PLplot/src/plcont.c/plcont.c,"Offset of label from contour line (if set to 0.0, labels are printed on the lines).",7.75,4.85,1.65,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,3.0000046942000003,4.5000590733,5.5000425692,0.0,0.0,0.5000000162,0.7615941999999999,2,-0.08965277,1,1
6448,PLplot/src/plot3d.c/plot3d.c,"
Otherwise, we need to consider hidden-line removal problem. We scan
over the points in both the old (i.e. oldloview[]) and new (i.e. u[]
and v[]) arrays in order of increasing x coordinate.  At each stage, we
find the line segment in the other array (if one exists) that straddles
the x coordinate of the point. We have to determine if the point lies
above or below the line segment, and to check if the below/above status
has changed since the last point.

If pl3upv = 0 we do not update the view, this is useful for drawing
lines on the graph after we are done plotting points.  Hidden line
removal is still done, but the view is not updated.
",47.65,21.65,0.05,3.29,2.45,0.05,0.05,0.41,0.05,5.05,0.05,20.0,20.0,20.0,2.5000000695,0.0,0.0,0.9640276,2,0.9897599,2,2
6453,PLplot/src/plwind.c/plwind.c,Set transformation variables for world coordinates to device coords,5.65,1.25,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.5000000905000002,2.5000000695,0.0,0.0,0.0,0.0,2,-0.17976068,2,2
6459,PLplot/src/plcvt.c/plcvt.c,device coords to subpage coords (y),3.55,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,1.5000000905000002,0.5000000162,0.0,0.0,0.0,0.0,2,-0.33647394,2,2
6463,PLplot/src/plargs.c/plargs.c,space [ string ],2.85,1.25,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.0000001049,0.0,2.6999997945999996,2.000000282,0.0,0.0,0.0,2,-0.38960853,2,0
6464,PLplot/src/plline.c/plline.c,"Right now dashed lines don't use polyline capability -- this
should be improved",6.35,0.05,1.65,0.41,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.5000000162,3.0000046942000003,1.0000001049,0.0,0.5000000162,0.0,0.46211717,2,0.032549333,2,2
6465,PLplot/src/plcvt.c/plcvt.c,device coords to millimeters from bottom left-hand corner (x),4.95,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.0,0.5000000162,0.0,0.0,0.0,0.0,2,-0.23829232,2,1
6470,PLplot/src/plbox.c/plbox.c,"For vertical axes with text written
perpendicular to edge, height of zero
corresponds character centred on edge so
should add 0.5 to height to obtain bounding
box edge in direction away from edge, and
that value apparently works.",18.95,10.85,1.65,5.45,0.05,0.05,0.05,0.41,0.05,0.05,0.05,3.5000006561,6.9979166386000005,20.0,0.5000000162,0.0,0.5000000162,0.0,2,0.41847873,1,1
6475,PLplot/src/plsym.c/plsym.c,"--------------------------------------------------------------------------
PLINT plP_strpos()

Searches string str for first occurence of character chr.  If found
the position of the character in the string is returned (the first
character has position 0).  If the character is not found a -1 is
returned.
--------------------------------------------------------------------------",18.95,15.65,0.05,7.07,0.05,0.05,0.05,0.41,0.05,0.05,0.05,3.5000006561,8.661034212899999,20.0,1.0000001049,0.5000000162,0.0,0.0,2,0.5577276999999999,2,2
6477,PLplot/src/plctrl.c/plctrl.c,"If name is ""-"", send to stdout",3.55,1.25,0.05,1.67,1.25,0.05,0.05,0.41,0.05,0.05,0.05,1.5000000905000002,3.5000006561,2.7999986242,0.5000000162,0.0,0.0,0.46211717,2,-0.30905223,1,1
6503,PLplot/src/plcont.c/plcont.c,ur is out of bounds,1.45,0.05,0.05,0.23,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,0.5000000162,0.5000000162,0.0,0.0,0.0,0.0,2,-0.32283083,2,2
6511,PLplot/src/plargs.c/plargs.c,To distinguish success/failure after call,2.85,0.05,0.05,1.67,0.05,0.05,0.05,0.41,0.05,0.05,0.05,0.0,1.0000001049,0.8999999791,1.5000000905000002,0.0,0.0,0.0,2,-0.23829232,0,2
6517,PLplot/src/plimage.c/plimage.c,"Get better names, those are too cryptic!

ZEROW2B: zero writing to buffer ?
ZEROW2D: zero writing to display ?
ONEW2B: set writing to buffer ?
ONEW2D: set writing to display ?
",14.05,7.25,0.05,3.65,0.05,0.05,0.05,0.41,0.05,0.05,0.05,1.5000000905000002,6.9979166386000005,3.2000003261,2.000000282,0.0,0.0,0.0,2,0.41847873,2,1
6518,PLplot/src/plsym.c/plsym.c,"This accesses the Hershey glyphs using the same
""ascii"" index as plpoin.  So the order of the Greek
glyphs in this case depends on the subhersh[0-3]
indices in fonts/font11.c which for lower-case epsilon,
theta, and phi substitutes (684, 685, and 686) for
(631, 634, and 647) in the compact case and (2184,
2185, and 2186) for (2131, 2134, and 2147) in the
extended case.",28.75,10.85,6.45,4.37,0.05,0.05,0.05,0.41,0.05,0.05,0.05,5.5000425692,20.0,8.661034212899999,0.5000000162,0.0,6.498966767000001,0.90514827,2,0.6796795,2,2
6519,PLplot/src/plctrl.c/plctrl.c,"--------------------------------------------------------------------------
plscmap1l()

! Set color map 1 colors using a piece-wise linear relationship between
! position in the color map (from 0 to 1) and position in HLS or RGB color
! space.  May be called at any time.
!
! The idea here is to specify a number of control points that specify the
! mapping between HLS (or RGB or CMY) and palette 1 value.  Between these
! points, linear interpolation is used.  By mapping position in the color
! map to function value, this gives a smooth variation of color with
! intensity.  Any number of control points may be specified, located at
! arbitrary positions (intensities), although typically 2 - 4 are enough.
! Another way of stating this is that we are traversing a given number of
! lines through HLS (or RGB) space as we move through cmap 1 entries.  The
! control points at the minimum and maximum intensity (0 and 1) must
! always be specified.  By adding more control points you can get more
! variation.  One good technique for plotting functions that vary about
! some expected average is to use an additional 2 control points in the
! center (intensity ~= 0.5) that are the same color as the background
! (typically white for paper output, black for crt), and same hue as the
! boundary control points.  This allows the highs and lows to be very
! easily distinguished.
!
! Each control point must specify the position in cmap 1 as well as three
! coordinates in HLS or RGB space.  The first and last points MUST correspond to
! cmap1 coordinates MIN_PLFLT_CMAP1 and MAX_PLFLT_CMAP1.
!
! Every change in hue from one control point to the next can be linearly
! interpolated in two ways.  The usual (alt_hue_path[i] false) method for the ith interval
! uses the dh = h[i+1] - h[i] interval for interpolation.  The alternate (alt_hue_path true) method for the ith interval uses the dh = (h[i+1] - h[i]) - 360 if (h[i+1] - h[i]) is positive or dh = 360 - (h[i+1] - h[i]) if (h[i+1] - h[i]) is negative interval for the interpolation.  Thus, alt_hue_path true interpolation intervals always include hue = 0.
! Specifying
! alt_hue_path=NULL is equivalent to setting alt_hue_path[]=false for every control point.
!
! Bounds on RGB coordinates:
!	R,G,B		[0, 1]		magnitude
!
! Bounds on HLS coordinates:
!	hue		[0, 360]	degrees
!	lightness	[0, 1]		magnitude
!	saturation	[0, 1]		magnitude
!
! The inputs are:
! @param itype 0: HLS, 1: RGB
! @param npts	number of control points
! @param intensity[] intensity index for each control point
! @param coord1[] first coordinate for each control point
! @param coord2[] second coordinate for each control point
! @param coord3[] third coordinate for each control point
! @param alt_hue_path[] if true, use alternative hue interpolation path
! for the associated interval.",214.25,70.85,12.85,38.93,2.45,0.05,0.05,0.41,10.05,0.05,0.05,20.0,20.0,20.0,2.5000000695,0.5000000162,2.000000282,0.9999091999999998,2,1.0,2,2
